Committee ID Number|Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee Type|Date Received|Postmark Date|Nature Of Filing|Ballot Question|Oppose Ballot Question|Ballot Type|Date over Theshold|Acronym|Separate Seg Political Fund ID|Separate Segregated Political Fund Name|SSPF Address|SSPF City|SSPF State|SSPF Zip|SSPF Type|Date Dissolved|Date of Next Election|Election Type|Won General|Won Primary
10CAC01449|DANIEL CHRISTENSEN-BENNINGTON DIST. 59 (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68117|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
10CAC01471|DANIEL EBERS COUNTY TREASURER (NOT REGISTERED)||LINCOLN|NE|68505|C|01/01/1999|01/01/1999|I||||01/01/1999||||||||||05/11/2010|||
09CAC01330|DANIEL TRERICE FOR LEARNING COUNCIL #1 (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
08CAC01173|DANIEL TRUMAN BARROWS (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|01/01/1900|01/01/1900|I||||08/15/2008||||||||||01/01/2008|G||
18CAC02370|DANNER FOR NEBRASKA|1015 NORTH 98TH STREET SUITE 200, OMAHA, NE 68114|OMAHA|NE|68114|C|01/18/2018|01/16/2018|I||||01/01/1900||||||||||05/15/2018|P||
14CAC01910|DANNY KLUTHE NPPD BOARD(NOT REGISTERED)|NOT REGISTERED COMMITTEE|DODGE|NE|68633|C|04/14/2014||||||12/31/9999|||||||||||||
12CAC01735|DANYELLE BARATTA FOR OPS #8 (NOT REGISTERED)|UNKNOWN|OMAHA|NE|68114|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/06/2912|||
13CAC01801|DANYELLE BARATTA FOR SCHOOL BOARD (NOT REGISTERED)|564 GREEN|ZIP NOT VALID|NE|00001|C|01/01/1900|01/01/1900|I||||01/01/1900|||||||||||||
12CAC01614|DARL NAUMANN FOR LANCASTER COUNTY BOARD(DISSOLVED)|1035 SOUTH 35TH STREET|LINCOLN|NE|68510|C|01/25/2012|01/25/2012|I||||01/18/2012|||||||||07/01/2015|11/15/2012|G||1
09CAC01345|DARREN SIEKMAN FOR BENNINGTON BOARD OF ED #59 (NR)|NOT A REGISTERED COMMITTEE|PLATTSMOUTH|NE|68048|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
08CAC01150|DAUB FOR MAYOR 2009 |10730 PACIFIC STREET SUITE 242|OMAHA|NE|68114|C|05/14/2008|05/13/2008|I||||05/15/2008|||||||||02/02/2010|04/07/2009|P||
10CAC01484|DAVE ANDERSON FOR MILLARD PUBLIC SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68137|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/02/9999|G||
99CAC00594|DAVE BIBA FOR LEGISLATURE DISTRICT 32|321 S MAIN STS PO BOX 905|WILBER|NE|68465|C|04/04/2002|04/03/2002|I||0|I|04/03/2002||99IRC00278||||||R|02/03/2003|11/05/2002|G|0|1
11CAC01555|DAVE BLOOMFIELD FOR LEGISLATURE |56242 851 RD|HOSKINS|NE|68740|C|04/14/2011|04/14/2011|||||04/06/2011||||||||||11/06/2012|G|1|1
18CAC02572|DAVE COLVIN TWIN PLATTE NATURAL RES DIST (NOT REGI|NOT REGISTERED|NORTH PLATTE|NE|69101|C|01/01/1900||||||01/01/1900|||||||||||||
99CAC00048|DAVE HEINEMAN FOR STATE TREASURER (DISSOLVED)|2427 EAST 10TH STREET,|FREMONT|NE|68025|C|01/21/1994|01/21/1994|I||0|I|01/21/1994|       |          |||||||12/07/2001|05/04/1998|P|0|0
99CAC00059|DAVE MAURSTAD FOR LT. GOVERNOR|2011 SOUTH 19TH STREET|BEATRICE|NE|68310|C|01/14/1994|01/14/1994|I||0|I|01/14/1994||||||||||05/04/1998|G|1|1
18CAC02412|DAVE MURMAN FOR LEGISLATURE |31260 ROAD A|GLENVIL|NE|68941|C|04/18/2018|04/16/2018|I||||04/16/2018||||||||||05/15/2018|P||
10CAC01520|DAVE NEWELL FOR LEARNING COMM. (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
06CAC00874|DAVE PETERSEN FOR COUNTY COMMISSIONER (NR)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|04/27/2006||||||12/31/9999|||||||||||||
08CAC01233|DAVE ZIOLA G.I. CITY COUNCIL(NOT REGISTERED)|1925 W 11TH AVE|GRAND ISLAND|NE|68803|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|||
12CAC01679|DAVID A. HALVORSEN FOR COUNTY COMMISSIONER(DISSOLV|9920 VAN DORN ST|LINCOLN|NE|68520|C|05/04/2012|06/19/2012|I||||05/02/2012|||||||||06/20/2012|05/15/2012|P||
18CAC02512|DAVID ANDERSON MILLARD BOARD OF ED 17 (NOT REG)|NOT REGISTERED|OMAHA|NE|68144|C|01/01/1900||||||01/01/1900|||||||||||||
12CAC01631|DAVID COPPLE FOR REGENT|3405 ROLLING HILLS DRIVE|NORFOLK|NE|68701|C|03/14/2012||I||||03/06/2012|||||||||12/19/2012|11/08/2012|G||1
12CAC01632|DAVID CORBIN FOR OPPD|1002 NORTH 49TH ST|OMAHA|NE|68132|C|03/16/2012|07/05/2012|I||||03/09/2012|||||||||07/09/2012|05/15/2012|||
99CAC00525|DAVID FRIEND FOR MUD (DISSOLVED)|4804 N 142ND STREET|OMAHA|NE|68164|C|10/13/2000|10/13/2000|I||0|I|09/02/2000||99IRC00187||||||R|06/01/2004|11/07/2000|P|1|0
99CAC00484|DAVID FRIEND FOR MUD BOARD (DISSOLVED)|123 ANYHWERE|OMAHA|NE|68114|C|01/01/1978|01/01/1978|I||0|I|01/01/1978||99IRC00130||||||R|01/01/1978|05/09/2000|P|0|0
08CAC01306|DAVID GULIZIA FOR GRETNA SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|ZIP NOT VALID|NE|68125|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
05CAC00761|DAVID HAHN FOR GOVERNOR|P. O. BOX 83672|LINCOLN|NE|68501|C|12/08/2005|12/08/2005|I||||12/08/2005||||||||||05/09/2006|P||
18CAC02563|DAVID HOBELMAN FOR FIRTH VILLAGE BOARD (NOT REGIST|NOT REGISTERED|FIRTH|NE|68358|C|01/01/1900||||||01/01/1900|||||||||||||
99CAC00319|DAVID HUNTER FOR CITY COUNCIL|P.O. Box 85355,|LINCOLN|NE|68501|C|02/28/1997|02/28/1997|I||0| |02/28/1997|       |          |||||||01/21/1999|11/04/1997|G|0|0
17CAC02320|DAVID KLUG FOR COUNTY BOARD|7231 S 114TH STREET PLAZA APT 308|LA VISTA|NE|68128|C|06/30/2017|06/28/2017|I||||06/28/2017||||||||||11/06/2018|||
06CAC00946|DAVID KLUG FOR NRD (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|09/18/2006|09/15/2006|I||||12/31/9999|||||||||||||
10CAC01473|DAVID LANDIS FOR NRD (NOT REGISTERED)||LINCOLN|NE|68508|C|01/01/1999|01/01/1999|I||||01/01/1999||||||||||05/11/2010|||
16CAC02238|DAVID NYGREN ASHLAND GREENWOOD BOARD OF ED (NR)|NOT REGISTERED|ZIP NOT VALID|NE|00000|C|10/11/1999|10/11/1999|I|||O|12/31/2999||||||||||11/08/2999|||
18CAC02508|DAVID ROCHFORD WATERLOO VILLAGE TRUSTEE (NOT REG)|NOT REGISTERED|WATERLOO|NE|68069|C|01/01/1900||||||01/01/1900|||||||||||||
08CAC01277|DAVID SANBORN FOR BELLEVUE CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LYONS|NE|68038|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
08CAC01280|DAVID WEES FOR BELLEVUE CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LYONS|NE|68038|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
18CAC02537|DAVID WEES MAYOR BELLEVUE (NOT REG)|NOT REGISTERED|BELLEVUE|NE|68005|C|01/01/1900||||||01/01/1900|||||||||||||
10CAC01522|DAVID WILKEN FOR LEARNING COMM (NR)|NOT  A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
99CAC00346|DAVID WOODKE FOR 66 SCHOOL BOARD|2120 South 72nd Street, #800,|OMAHA|NE|68124|C|03/18/1996|03/18/1996|I||0|I|03/18/1996|       |          |||||||05/06/1999|05/04/1996|P|0|0
99CAC00476|DAVIS FOR EDUCATION|1116 S 2ND ST STE 101|NEBRASKA CITY|NE|68410|C|04/26/2000|04/26/2000|I||0|I|04/27/1900||99IRC00121||||||R|03/01/2001|11/07/2000|G|0|1
12CAC01740|DAWN STOCK FOR BOARD OF EDUCATION #37 (NR)|UNKNOWN|GRETNA|NE|68028|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/06/2012|||
99PPC00018|DAWSON COUNTY DEMOCRATS|PO BOX 472|GOTHENBURG|NE|69138|T|06/01/1978|06/01/1978|I||0|I|06/01/1978|       |          |||||||08/30/2000|05/04/2000|P|0|0
99PPC00019|DAWSON COUNTY REPUBLICAN CENTRAL COMMITTEE(DISSOLV|42971 ROAD 752|LEXINGTON|NE|68850|T|08/24/1977|08/24/1977|I||0|I|08/24/1977|||||||||03/25/2011|05/04/2000|P||
99PAC00020|DEALER PAC|701 South 13th Street, P.O. Box 95023|LINCOLN|NE|68509|S|05/04/1999|07/29/1977|E||0|I|07/29/1977||||||||||11/08/2012|G||
10CAC01455|DEB FOR LEGISLATURE|26485 CO RD 28|ARLINGTON|NE|68002|C|05/04/2010|05/04/2010|I||||04/30/2010|||||||||06/16/2010|05/11/2010|P||
15CAC02063|DEB GERCH FOR RALSTON SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68127|C|12/31/9999||||||12/31/9999|||||||||||||
14CAC01904|DEB STHUCLIK FOR REGISTER OF DEEDS (NOT REGISTERED|1212 NORTH FILLMORE STREET|LEXINGTON|NE|68850|C|04/14/2014|04/14/2014|I||||01/01/1900||||||||||05/13/2014|P||
14CAC01951|DEBORAH EAGAN FOR NRD (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68509|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||05/13/2014|P||
18CAC02459|DEBRA PERRELL FOR SECRETARY OF STATE - NR|NOT REGISTERED|HERSHEY|NE|69143|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||05/15/2018|P||
16CAC02139|DEBRA WOODLE CARLSON COUNTY COMMISSIONER|6108 CEDER DALE ROAD|PAPILLION|NE|68133|C|03/16/2016|03/14/2016|I||||03/07/2016|||||||||03/25/2019|05/10/2016|||
06CAC00820|DECAMP FOR LEGISLATURE (DISSOLVED)|220 WASHINGTON PO BOX 7|CLATONIA|NE|68328|C|03/31/2006|03/30/2006|I||||03/30/2006|||||||||06/16/2006|05/09/2006|P||
15CAC02062|DEE HUFF FOR RALSTON SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68127|C|12/31/9999||||||12/31/9999|||||||||||||
99PAC00126|DEFENDERS OF LIFE SAVING MEDICAL RESEARCH(DISSOLVE|1231 SO 119TH STREET|OMAHA|NE|68144|I|11/15/2000|01/01/1900|I||0|I|11/13/2000||99IRC00205||||||R|01/07/2002|11/07/2000|G|0|0
99BQC00041|DEFENSE OF MARRIAGE AMENDMENT COMMITTEE (DISSOLVED|290 CLAY STREET, P.O. BOX 208|TECUMSEH|NE|68450|B|05/22/2000|05/19/2000|I|DEFINE & RECOGNIZE MARRIAGE AS UNION 1MAN & 1WOMAN|0|I|05/11/2000||99IRC00134||||||R|01/26/2001|11/07/2000|G|0|0
14IRC00517|DEMOCRATS FOR STEVE GLENN (DISSOLVED)|5555 S. 27TH STREET, SUITE A|LINCOLN|NE|68512|I|10/14/2014|10/10/2014|I||||01/01/1900|||||||||03/30/2015|11/04/2014|G||
05CAC00759|DENDINGER FOR LEGISLATURE COMMITTEE|1025 SOUTH 117TH CIRCLE|OMAHA|NE|68154|C|11/30/2005|11/29/2005|I||||11/23/2005|||||||||06/09/2006|05/09/2006|P||
14CAC01900|DENISE MCGOVERN-GALLAGHER FOR HALL COUNTY CLERK(NO|2615 RIVERSIDE DRIVE|GRAND ISLAND|NE|68801|C|04/10/2014|04/09/2014|I||||04/04/2014|||||||||08/26/2014|05/13/2014|P||
08CAC01295|DENISE SEAMAN FOR BELLEVUE SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE |OMAHA|NE|68131|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
13CAC01786|DENNIS BERRY FOR LEGISLATURE (DISSOLVED)|1505 EAST 5TH |MCCOOK|NE|69001|C|05/01/2013|04/29/2013|I||||04/29/2013|||||||||01/15/2015|05/13/2014|P||
99CAC00040|DENNIS BYARS FOR LEGISLATURE|823 N. 8TH|BEATRICE|NE|68310|C|12/22/1997|12/22/1997|I||0|I|12/22/1997|||||||||01/31/2007|11/05/2002|G|1|1
10CAC01437|DENNIS MCCORMICK FOR SUPERVISOR (NOT REGISTERED)|2336 JACKSON SST.|BLAIR|NE|68008|C|12/31/9999|12/31/9999|||||12/31/9999||||||||||05/11/2010|||
10CAC01514|DENNIS SCHUSTER FOR MAYOR OF BEATRICE|1121 SOUTH 9TH |BEATRICE|NE|68310|C|11/02/2010||I||||10/27/2010|||||||||01/11/2011|11/02/2010|G||
18CAC02422|DENNIS TRESCA FOR COUNTY COMMISSIONER - NR|NOT REGISTERED|NICKERSON|NE|68044|C|01/01/1900|01/01/1900|I||||01/01/2018||||||||||05/15/2018|||
07CAC01042|DENNIS UTTER FOR LEGISLATURE |6531 MONTICELLO DRIVE|LINCOLN|NE|68510|C|11/16/2007|11/16/2007|I||||11/13/2007|||||||||08/15/2012|11/07/2008|G||1
08CAC01168|DENNIS WOMACK FOR LEGISLATURE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|01/01/1900|01/01/1900|I||||08/15/2008||||||||||01/01/2008|G||
17CAC02309|DENNIS WOMACK FOR OMAHA CITY COUNCIL 2 (NOT REGIS)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68110|C|12/31/9999|12/31/9999|||||12/31/9999|||||||||||||
08CAC01127|DENNY RASMUSEN NPPD 1(NOT REGISTERED)||LINCOLN|NE|68509|C|12/31/9999|12/31/9999|||||12/31/9999||||||||||05/13/2008|||
10CAC01527|DENNY WILKINS FOR ESU #3-1 (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
10CAC01391|DENNY WILSON FOR SARPY COUNTY SURVEYOR|1242 CORK DRIVE|PAPILLION|NE|68046|C|01/04/2010|01/02/2010|I||||12/30/2009||||||||||05/11/2010|P||
08CAC01167|DEVIN SANTO FOR LEGISLATURE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|01/01/1900|01/01/1900|I||||08/15/2008||||||||||01/01/2008|G||
99CAC00194|DEWITT FOR SHERIFF|612 Lincoln Street,|BEATRICE|NE|68310|C|06/11/1986|06/11/1986|I||0|I|06/11/1986|       |          |||||||10/20/1999|05/04/2000|P|0|0
18CAC02576|DEWWY SCHAFFER TWIN PLATTE NATURAL RES DIST(NOT RE|NOT REGISTERED|NORTH PLATTE|NE|69101|C|01/01/1900||||||01/01/1900|||||||||||||
14CAC01908|DIAN LAUBY FOR REGISTER OF DEEDS (NR)|75394 ROAD 427|LEXINGTON|NE|68850|C|04/14/2014|01/01/1900|I||||01/01/1900||||||||||05/13/2014|P||
06CAC00920|DICK GALUSHA FOR EDUCATION #8 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68114|C|05/16/2006||||||12/31/9999|||||||||||||
14CAC01993|DICK HOVE FOR NRD (NOT REGISTERED(||LINCOLN|NE|68509|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/04/2014|||
06CAC00844|DICK PIERCE FOR LEGISLATURE|PO BOX 61 606 E 6TH ST|OVERTON|NE|68863|C|04/10/2006||I||||12/31/9999|||||||||09/05/2007|11/07/2006|P||1
06CAC00884|DICK ROSS FOR CITY COUNCIL(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|GERING|NE|69341|C|05/03/2006||||||12/31/9999|||||||||||||
99CAC00195|DIERKS FOR LEGISLATURE (2002)|RR 1 BOX 131|EWING|NE|68735|C|02/06/1986|02/06/1986|I||0|I|02/06/1986|       |          |||||||01/08/2004|11/05/2002|G|0|1
06CAC00875|DIERKS FOR LEGISLATURE (2010)|300 W HWY 275; PO BOX 292|DRESDEN|KS|67635|C|05/01/2006|04/26/2006|I||||02/01/2006|||||||||01/31/2014|11/02/2010|G||1
14BQC00395|DISTRICT 145 PRO-BOND COMMITTEE (NOT REGISTERED)|PO BOX 447|WAVERLY|NE|68462|B|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/04/2014|G||
99PPC00020|DIXON COUNTY DEMOCRATIC COMMITTEE|P.O. Box 96,|NEWCASTLE|NE|68757|T|08/03/1977|08/03/1977|I||0|I|08/03/1977|       |          |||||||06/17/1999|05/09/1978|P|0|0
99PPC00021|DODGE COUNTY DEMOCRATIC PARTY|920 West 6th Street,|FREMONT|NE|68025|T|08/03/1977|08/03/1977|I||0|I|08/03/1977|       |          |||||||01/19/2000|11/03/1998|P|0|0
99PPC00022|DODGE COUNTY REPUBLICAN CENTRAL COMMITTEE(DISSOLVE|2003 NORTH D ST|FREMONT|NE|68025|T|04/10/1978|04/10/1978|I||0|I|04/10/1978|       |          |||||||01/30/2004|05/04/2000|P|0|0
12CAC01746|DODGE FOR OPPD|222 NORTH 93 STREET|OMAHA|NE|68114|C|11/09/2012|11/09/2012|I||||10/23/2012|||||||||01/03/2013||||
13CAC01776|DODSON FOR CITY COUNCIL|2941 S 26TH ST|LINCOLN|NE|68502|C|02/11/2013|03/11/2013|I||||02/28/2013|||||||||04/18/2013|04/09/2013|||
99CAC00030|DON BLANK FOR REGENT|811 Norris,|MCCOOK|NE|69001|C|04/16/1980|04/16/1980|I||0|I|04/16/1980|||||||||12/15/2006|11/02/2004|G||1
10CAC01443|DON CLARK FOR REGISTER OF DEEDS (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68154|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
08CAC01158|DON COSTELLO BOARD OF REGENTS (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68508|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||05/13/2008|||
06CAC00901|DON ERET FOR SECRETARY OF STATE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|DUBOIS|NE|68345|C|05/16/2006||||||12/31/9999|||||||||||||
12CAC01636|DON KELLY FOR COUNTY BOARD|4803 LAKESIDE CIRCLE|PAPILLION|NE|68133|C|03/20/2012||I||||03/16/2012||||||||||11/08/2016|G|1|1
15CAC02047|DON KROUPA FOR MUD (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68154|C|12/31/9999||||||12/31/9999|||||||||||||
16CAC02198|DON KROUPA OPPD - 5 (NOT REGISTERED)|NOT REGISTERED|OMAHA|NE|68154|C|01/01/1900||||||01/01/1900|||||||||||||
10CAC01553|DON KURRE FOR NORTH PLATTE CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|ALLIANCE|NE|69301|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
99CAC00065|DON MEHRING FOR MAYOR COMMITTEE|1610 Parkview Drive,|GRAND ISLAND|NE|68801|C|02/18/1998|02/18/1998|I||0|I|02/18/1998|       |          |||||||02/03/1999|05/04/1998|P|0|0
06CAC00980|DON NELSEN FOR MRNRD BOARD|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|10/19/2006||I||||12/31/9999|||||||||||||
99CAC00113|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE(DISSOL|6107 SOUTH 25TH STREET,|LINCOLN|NE|68512|C|09/05/1985|09/05/1985|I||0|I|09/05/1985|       |          |||||||02/06/2003|05/04/2008|P|0|0
99CAC00100|DON THOMAS - LANCASTER COUNTY ENGINEER|Rt. 1, Box 93,|RAYMOND|NE|68428|C|02/19/1982|02/19/1982|I||0|I|02/19/1982|       |          |||||||11/03/1999|05/04/1998|P|0|0
10CAC01454|DON TODD FOR LEGISLATURE (NOT REGISTERED)|1111 PARC DRIVE|PAPILLION|NE|68046|C|01/01/1900|01/01/1900|||||01/01/1900||||||||||05/11/2010|||
17IRC00536|DON&#39;T GO BACK|16569 ELM STREET|OMAHA|NE|68130|I|04/14/2017|04/12/2017|I||||04/11/2017|||||||||02/12/2019|05/09/2017|P||
99CAC00640|DONALDSON FOR CITY COUNCIL (DISSOLVED)|1101 CORNHUSKER HWY|LINCOLN|NE|68521|C|02/20/2003|02/19/2003|I||0|I|02/19/2003|||||||||01/31/2008|04/08/2003|P||
99CAC00661|DONLAN FOR COUNTY COMMISSIONER|9270 PIONEER COURT|LINCOLN|NE|68520|C|03/10/2004|03/09/2004|I||0|I|03/10/2004||99IRC00372||||||R|01/12/2005|11/02/2004|G|0|1
08CAC01170|DONNA MARIE ADAMS (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|01/01/1900|01/01/1900|I||||08/15/2008||||||||||01/01/2008|G||
99PAC00021|DONNA'S LIST|128 North 13th Street, #205,|LINCOLN|NE|68508|I|10/13/1992|10/13/1992|I||0|I|10/13/1992|       |          |||||||10/04/2004|05/04/2002|P|0|0
99CAC00600|DONNIE THORSON FOR SHERIFF COMMITTEE|806 EAST KNOLLS ST|NORFOLK|NE|68701|C|05/02/2002|04/30/2002|I||0|I|04/25/2002||99IRC00284||||||R|06/26/2002|05/14/2002|P|0|0
10CAC01478|DORCEY FOR SHERIFF 2010|1260 NO 7TH STREET|SEWARD|NE|68434|C|07/26/2010|07/23/2010|I||||08/23/2010|||||||||01/10/2011|11/02/2010|G||
07BQC00166|DORCHESTER SCHOOL IMPROVEMENT PROJECT (NR)|NOT A REGISTERED COMMITTEE|DORCHESTER|NE|68343|B|09/06/2007|09/04/2007|I||||09/10/2007||||||||||09/12/2007|P||
18BQC00464|DORI HEATH FOR DISTRICT COURT CLERK|2803 ANNABELLE DRIVE |BELLEVUE|NE|68123|C|05/22/2018|05/18/2018|I||||05/10/2018||||||||||05/15/2018|P||
18CAC02363|DORN FOR LEGISLATURE|15717 E ASPEN ROAD|ADAMS|NE|68301|C|02/08/2018|02/08/2018|I||||02/02/2018||||||||||05/15/2018|P||
10CAC01526|DOROTHY LANPHIER FOR NRD (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
08CAC01271|DORREL NUTTER FOR LEARNING COMMUNITY (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68104|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
16CAC02240|DOUG COOK BELLEVUE BOARD OF ED (NR)|NOT REGISTERED|ZIP NOT VALID|NE|00000|C|10/11/1999|10/11/1999|I|||O|12/31/2999||||||||||11/08/2999|||
99CAC00448|DOUG CUNNINGHAM FOR LEGISLATURE (DISSOLVED)|P.O. BOX 173|||687860173|C|04/11/2000|04/10/2000|I||0|I|04/04/2000|||||||||01/09/2007|11/05/2002|G|1|1
14CAC01999|DOUG HANSEN FOR HICKMAN MAYOR (NR)||LINCOLN|NE|68509|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/04/2014|||
18CAC02378|DOUG KRENZER FOR WESTSIDE BOARD OF EDUCATION|911 N. 89TH CIRCLE|OMAHA|NE|68114|C|02/08/2018|02/06/2018|I||||02/05/2018||||||||||05/14/2018|P||
14CAC01890|DOUG KRENZER FOR WESTSIDE BOARD OF EDUCATION (DISS|911 N. 89TH CIRCLE|OMAHA|NE|68114|C|04/14/2014|04/14/2014|I||||04/12/2014|||||||||08/21/2014|05/13/2014|P||
10CAC01528|DOUG MCELWAIN FOR ESU #3 (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
17CAC02339|DOUG OERTWICH FOR LEGISLATURE|83810 572ND AVENUE|PILGER|NE|68768|C|09/25/2017|09/25/2017|I||||10/05/2017||||||||||05/15/2018|P||
14CAC01866|DOUG PETERSON FOR ATTORNEY GENERAL|11205 WRIGHT CIRCLE, STE 220|OMAHA|NE|68144|C|02/06/2014||I||||02/06/2014||||||||||11/04/2014|G||1
09CAC01357|DOUG SAMUELSON FOR NRD (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68508|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/04/2008|||
18CAC02554|DOUG WAGNER FOR HICKMAN CITY COUNCIL (NOT REGISTER|NOT REGISTERED|HICKMAN|NE|68372|C|01/01/1900||||||01/01/1900|||||||||||||
18CAC02451|DOUGLAS BACKENS FOR DODGE COUNTY SUPERVISOR (NR)|NOT A REGISTERED COMMITTEE|FREMONT|NE|68025|C|12/31/9999|12/31/9999|I||||12/31/9999|||||||||||||
18CAC02504|DOUGLAS CHURCH FOR SCHOOL BOARD (NOT REGISTERED)|NOT REGISTERED|PALMYRA|NE|68418|C|01/01/1900||||||01/01/1900|||||||||||||
99PPC00023|DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA|NE|68114|T|10/06/1978|10/06/1978|I||0|I|10/06/1978||||||||||11/08/2012|G|1|1
99PPC00024|DOUGLAS COUNTY REPUBLICAN PARTY|P.O BOX 45913|OMAHA|NE|68145|T|08/12/1977|08/12/1977|I||0|I|08/12/1977||||||||||11/08/2012|G||
14BQC00401|DOUGLAS COUNTY WEST FALCONS FOR THE FUTURE|3814 NORTH 267TH CIRCEL|VALLEY|NE|68064|B|10/24/2014|10/23/2014|I|DOUGLAS COUNTY WEST COMMUNITY SCHOOLS BOND ISSUE|||10/22/2014|||||||||05/04/2016|11/04/2014|G|1|
10CAC01541|DOUGLAS LAAKER FOR BENNINGTON BOARD OF ED (NR)|NOT A REGISTERED COMMITTEE|BENNINGTON|NE|68007|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
14CAC01877|DOWD FOR MUD (2014) (DISSOLVED)|3809 HAWKWOODS CIRCLE|OMAHA|NE|68112|C|03/07/2014|03/06/2014|I||||03/05/2014|||||||||02/03/2016|05/13/2014|P||
99CAC00199|DOYLE FOR MUD COMMITTEE|7805 ARROWROCK DR|BELLEVUE|NE|68157|C|10/10/1990|10/10/1990|I||0|I|10/10/1990|||||||||02/07/2017|11/02/2004|G|1|1
99CAC00563|DREILING FOR STATE TREASURER|2609 LEIGH LN|PAPILLION|NE|68133|C|07/17/2001|07/16/2001|I||0|I|07/07/2001||99IRC00241||||||R|08/31/2002|05/14/2002|P|0|0
07BQC00171|DRIVE FOR VOTER REGISTRATION ( NOT REGISTERED)|NOT  A REGISTERED COMMITTEE|OMAHA|NE|68144|B|09/07/2007|09/06/2007|I||||09/13/2007||||||||||09/12/2007|P||
