Committee Name|Form ID|Committee ID|Postmark Date|Date Received|Microfilm Number|Recipient Name|Recipient Address|Recipient City|Recipient State|Recipient Zip|Recipient Phone|Expenditure Date|Amount|Candidate ID|Candidate Support/Oppose|Ballot Question ID|Ballot Support/Oppose|Date Last Revised|Last Revised By|Candidate/Ballot Name
CITIZENS FOR A BETTER TOMORROW (DISSOLVED)|14CFL005410|08IRC00492|10/31/2014|10/31/2014|9250147|NextGen Persuasion- Gwenn Apen for Legislature|POB 5911|Washington|DC|20016||10/28/2014|4166.66|13FIS12713|O |||11/04/2014|nadc06|GWENNIVIERE W ASPEN
CITIZENS FOR A BETTER TOMORROW (DISSOLVED)|14CFL005411|08IRC00492|10/31/2014|10/31/2014|9250147|NextGen Persuasion-Ebke for Legislature|POB 5911|Washington|DC|20016||10/28/2014|4166.66|13FIS12709|O |||11/04/2014|nadc06|LAURA L EBKE
CITIZENS FOR A BETTER TOMORROW (DISSOLVED)|14CFL005412|08IRC00492|10/31/2014|10/31/2014|9250147|NextGen Persuasion-Smoyer for Nebraska|POB 5911|Washington|DC|20016||10/28/2014|4166.67|08FIS11259|O |||11/04/2014|nadc06|BRENT T SMOYER
CITIZENS FOR A BETTER TOMORROW (DISSOLVED)|14CFL005413|08IRC00492|10/31/2014|10/31/2014|9250147|NextGen Persuasion-Friends for Lindstrom|POB 5911|Washington|DC|20016||10/28/2014|4166.67|13FIS12707|O |||11/04/2014|nadc06|BRETT R LINDSTROM
CITIZENS FOR A BETTER TOMORROW (DISSOLVED)|14CFL005414|08IRC00492|10/31/2014|10/31/2014|9250147|NextGen Persuasion-McCollister for Legislature|POB 5911|Washington|DC|20016||10/28/2014|4166.67|99FIS00279|O |||11/04/2014|nadc06|JOHN S MCCOLLISTER
CITIZENS FOR A BETTER TOMORROW (DISSOLVED)|14CFL005415|08IRC00492|10/31/2014|10/31/2014|9250147|NextGen Persuasion-Joni Craighead for Legislature|POB 5911|Washington|DC|20016||10/28/2014|4166.67|13FIS12694|O |||11/04/2014|nadc06|JONI K CRAIGHEAD
CITIZENS FOR OMAHA'S FUTURE (DISSOLVED)|11CFL004687|10IRC00500|01/18/2011|01/18/2011|8340128|Nebraska Strategy Group - Mayor Suttle Recall Committee|1001 O Street, Suite 306|Lincoln|NE|68506|4027701954|01/13/2011|9399.78|||10BQC00272|S |02/03/2011|nadc06|Recall of Omaha Mayor Jim Suttle
CITIZENS FOR OMAHA'S FUTURE (DISSOLVED)|11CFL004688|10IRC00500|01/18/2011|01/18/2011|8340129|Polish Enterprises - Mayor Suttle Recall Committee|PO Box 540723|Omaha|NE|68154|4026600395|01/13/2011|14469.56|||10BQC00272|S |02/03/2011|nadc06|Recall of Omaha Mayor Jim Suttle
CITIZENS FOR OMAHA'S FUTURE (DISSOLVED)|11CFL004689|10IRC00500|01/18/2011|01/18/2011|8340130|Quality Press - Mayor Suttle Recall Committee|3500 North 20th Street|Lincoln|NE|68521||01/14/2011|1420.05|||10BQC00272|S |02/03/2011|nadc06|Recall of Omaha Mayor Jim Suttle
CITIZENS FOR OMAHA'S FUTURE (DISSOLVED)|11CFL004692|10IRC00500|01/19/2011|01/19/2011|8340131|NEBRASKA STRATEGY GROUP - Mayor Suttle Recall Committee|1001 O STREET, SUITE 306|LINCOLN|NE|68154|4027701954|01/18/2011|2000|||10BQC00272|S |02/03/2011|nadc06|Recall of Omaha Mayor Jim Suttle
CITIZENS FOR OMAHA'S FUTURE (DISSOLVED)|11CFL004693|10IRC00500|01/19/2011|01/19/2011|8340132|NEBRASKA STRATEGY GROUP - Mayor Suttle Recall Committee|1001 O STREET, SUITE GROUP|LINCOLN|NE|68506|4027701954|01/19/2011|2448.29|||10BQC00272|S |02/03/2011|nadc06|Recall of Omaha Mayor Jim Suttle
CITIZENS FOR OMAHA'S FUTURE (DISSOLVED)|11CFL004694|10IRC00500|01/19/2011|01/19/2011|8340133|POST MASTER - Mayor Suttle Recall Committee|1124 PACIFIC STREET |OMAHA|NE|68108||01/18/2011|5077.78|||10BQC00272|S |02/03/2011|nadc06|Recall of Omaha Mayor Jim Suttle
CITIZENS FOR OMAHA'S FUTURE (DISSOLVED)|11CFL004695|10IRC00500|01/19/2011|01/19/2011|8340135|QUALITY PRESS - Mayor Suttle Recall Committee|3500 NORTH 20TH STREET|LINCOLN|NE|68521||01/18/2011|1420.05|||10BQC00272|S |02/03/2011|nadc06|Recall of Omaha Mayor Jim Suttle
CITIZENS FOR OMAHA'S FUTURE (DISSOLVED)|11CFL004696|10IRC00500|01/19/2011|01/19/2011|8340134|QUALITY PRESS - Mayor Suttle Recall Committee|3500 NO 20TH STREET|LINCOLN|NE|68521||01/18/2011|2840.1|||10BQC00272|S |02/03/2011|nadc06|Recall of Omaha Mayor Jim Suttle
CITIZENS FOR OMAHA'S FUTURE (DISSOLVED)|11CFL004700|10IRC00500|01/21/2011|01/21/2011|8340138|Strategy Group Media - Mayor Suttle Recall Committee|7669 Stagers Loop|Delaware|OH|43015||10/19/2011|2500|||10BQC00272|S |02/03/2011|nadc06|Recall of Omaha Mayor Jim Suttle
CITIZENS FOR OMAHA'S FUTURE (DISSOLVED)|11CFL004701|10IRC00500|01/21/2011|01/21/2011|8340137|Post Master - Mayor Suttle Recall Committee|1124 Pacific Street|Omaha|NE|68108||01/20/2011|5077.78|||10BQC00272|S |02/03/2011|nadc06|Recall of Omaha Mayor Jim Suttle
CITIZENS FOR OMAHA'S FUTURE (DISSOLVED)|11CFL004702|10IRC00500|01/21/2011|01/21/2011|8340136|Post Master - Mayor Suttle Recall Committee|1124 Pacific Street|Omaha|NE|68108||01/20/2011|1348.97|||10BQC00272|S |02/03/2011|nadc06|Recall of Omaha Mayor Jim Suttle
CITIZENS FOR OMAHA'S FUTURE (DISSOLVED)|11CFL004703|10IRC00500|01/26/2011|01/26/2011|8350047|QUALITY PRESS - MAYOR SUTTLE RECALL COMMITTEE|3500 NORTH 20TH STREET|LINCOLN|NE|68521||01/24/2011|2840.1|||10BQC00272|S |04/11/2011|nadc05|Recall of Omaha Mayor Jim Suttle
CITIZENS FOR OMAHA'S FUTURE (DISSOLVED)|11CFL004704|10IRC00500|01/26/2011|01/26/2011|8350048|Campaign HQ - Mayor Suttle Recall Committee|PO Box 257|Brooklyn|IA|52211||01/25/2011|2034.18|||10BQC00272|S |02/03/2011|nadc06|Recall of Omaha Mayor Jim Suttle
CITIZENS FOR OMAHA'S FUTURE (DISSOLVED)|11CFL004705|10IRC00500|01/26/2011|01/26/2011|8350049|Campaign HQ - Mayor Suttle Recall Committee|PO Box 257|Brooklyn|IA|52211||01/24/2011|22287.7|||10BQC00272|S |02/03/2011|nadc06|Recall of Omaha Mayor Jim Suttle
DEMOCRATS FOR STEVE GLENN (DISSOLVED)|14CFL005437|14IRC00517|11/13/2014|11/13/2014|9260115|SAVE OUR UNIVERSITY|5555 S 27TH ST STE A|LINCOLN|NE|68512|4204753865|10/28/2014|2205.08|99FIS00264|S |||11/18/2014|nadc06|STEVE V GLENN
DEMOCRATS FOR STEVE GLENN (DISSOLVED)|14CFL005438|14IRC00517|11/13/2014|11/13/2014|9260114|BOUCHER LAW FIRM|5555 S 27TH ST |LINCOLN|NE|68512|4024753865|10/28/2014|3694.92|99FIS00264|S |||11/18/2014|nadc06|STEVE V GLENN
DON&#39;T GO BACK|17CFL006015|17IRC00536|04/29/2017|05/01/2017|9890243|Sandler Innocenzi - Jean Stothert for Omaha|705 Prince Street|Alexandria|VA|22314||04/27/2017|20000|99FIS00118|S |||05/09/2017|nadc06|JEAN L STOTHERT
DON&#39;T GO BACK|17CFL006016|17IRC00536|05/01/2017|05/01/2017|9890244|Sandler Innocenzi - Jean Stothert for Omaha|705 Prince Street|Alexandria|VA|22314||04/26/2017|1024.04|99FIS00118|S |||05/09/2017|nadc06|JEAN L STOTHERT
DON&#39;T GO BACK|17CFL006049|17IRC00536|05/04/2017|05/08/2017|9900122|SANDLER INNOCENZI- JEAN STOTHERT FOR OMAHA|705 PRINCE STREET|ALEXANDRIA VA |AL|22314||05/03/2017|16790|99FIS00118|S |||05/16/2017|nadc06|JEAN L STOTHERT
DON&#39;T GO BACK|17CFL006070|17IRC00536|05/08/2017|05/10/2017|9900123|SANDLER INNOCENZI- JEAN STOTHERT FOR OMAHA|705 PRINCE STREET|ALEXANDRIA|VA|22314|7036840633|05/05/2017|2400|99FIS00118|O |||05/16/2017|nadc06|JEAN L STOTHERT
DON&#39;T GO BACK|17CFL006071|17IRC00536|05/08/2017|05/10/2017|9900124|SANDLER INNOCENZI- JEAN STOTHERT FOR OMAHA|705 PRINCE STREET|ALEXANDRIA|VA|22314|7036840633|05/05/2017|10000|99FIS00118|S |||05/16/2017|nadc06|JEAN L STOTHERT
DON&#39;T GO BACK|17CFL006072|17IRC00536|05/08/2017|05/10/2017|9900125|SANDLER INNOCENZI- JEAN STOTHERT FOR OMAHA|705 PRINCE STREET|ALEXANDRIA|VA|22314|7036840633|05/05/2017|1000|99FIS00118|S |||05/16/2017|nadc06|JEAN L STOTHERT
FIREFIGHTERS FOR BETTER GOVERNMENT|13CFL004884|99PAC00023|03/29/2013|03/29/2013|8870065|USPS|1124 Pacific Street|Omaha|NE|68108|8002756777|03/26/2013|3369.59|99FIS00118|O |||04/03/2013|nadc06|JEAN L STOTHERT
FIREFIGHTERS FOR BETTER GOVERNMENT|13CFL004927|99PAC00023|05/09/2013|05/10/2013|8910098|Clark Creative Group|514 S 13th |Omaha|NE|68102|4023455800|05/07/2013|20014|99FIS09878|S |||05/13/2013|nadc06|JAMES H SUTTLE
FIREFIGHTERS FOR BETTER GOVERNMENT|13CFL004928|99PAC00023|05/09/2013|05/10/2013|8910099|Unionist Printing |1309 NW Radial HWY|Omaha|NE|68132|4025589500|05/07/2013|10000|99FIS00118|O |||05/13/2013|nadc06|JEAN L STOTHERT
FIREFIGHTERS FOR BETTER GOVERNMENT|17CFL006017|99PAC00023|04/27/2017|05/01/2017|9890245|Red State Strategies - Jean Stothert for Omaha|444 Regency Pkwy Dr. @201|Omaha|NE|68114||04/25/2017|16700|99FIS00118|O |||05/09/2017|nadc06|JEAN L STOTHERT
FIREFIGHTERS FOR BETTER GOVERNMENT|17CFL006018|99PAC00023|04/28/2017|05/01/2017|9890246|Heartland Strategy Group - Jean Stothert for Omaha|444 Regency Pkwy Dr. @201|Omaha|NE|68114||04/26/2017|75000|99FIS00118|O |||05/09/2017|nadc06|JEAN L STOTHERT
FIREFIGHTERS FOR BETTER GOVERNMENT|17CFL006020|99PAC00023|05/01/2017|05/03/2017|9890247|RED STATE STRATEGIES|444 REGENCY PKWY DR #201|OMAHA|NE|68114|4029340770|04/27/2017|16700|99FIS00118|O |||05/09/2017|nadc06|JEAN L STOTHERT
FIREFIGHTERS FOR BETTER GOVERNMENT|17CFL006021|99PAC00023|05/03/2017|05/03/2017|9890248|RED STATE STRATEGIES|444 REGENCY PKWY DR #201|OMAHA|NE|68114|4029340770|04/29/2017|16700|99FIS00118|O |||05/09/2017|nadc06|JEAN L STOTHERT
FIREFIGHTERS FOR BETTER GOVERNMENT|17CFL006022|99PAC00023|05/05/2017|05/05/2017|9890249|RED STATE STRATEGIES|444 REGENCY PKWY DR #201|OMAHA|NE|68114|4029340770|05/01/2017|16700|99FIS00118|O |||05/09/2017|nadc06|JEAN L STOTHERT
FIREFIGHTERS FOR BETTER GOVERNMENT|17CFL006050|99PAC00023|05/05/2017|05/08/2017|9900126|UNIONIST PRINTING- MELLO FOR MAYOR|1309 NW RADIAL |OMAHA|NE|68134|4025589500|05/03/2017|1500|07FIS10952|S |||05/16/2017|nadc06|HEATH  MELLO
FIREFIGHTERS FOR BETTER GOVERNMENT|17CFL006051|99PAC00023|05/08/2017|05/08/2017|9900127|RED STATE STRATEGIES- JEAN STOTHERT FOR OMAHA|444 REGENCY PKWY DR #201 |OMAHA|NE|68114|4029340770|05/03/2017|16700|99FIS00118|O |||05/16/2017|nadc06|JEAN L STOTHERT
FIREFIGHTERS FOR BETTER GOVERNMENT|17CFL006073|99PAC00023|05/08/2017|05/10/2017|9900128|HEARTLAND STRATEGY GROUP- JEAN STOTHERT FOR OMAHA|444 REGENCY PKWY DR #201|OMAHA|NE|68114|4029330565|05/05/2017|20000|99FIS00118|O |||05/16/2017|nadc06|JEAN L STOTHERT
FIREFIGHTERS FOR BETTER GOVERNMENT|17CFL006074|99PAC00023|05/08/2017|05/10/2017|9900129|RED STATE STRATEGIES- MELLO FOR MAYOR|444 REGENCY PKWY DR #201|OMAHA|NE|68114|4029340770|05/06/2017|0|07FIS10952|S |||07/10/2017|nadc05|HEATH  MELLO
FIREFIGHTERS FOR BETTER GOVERNMENT|17CFL006075|99PAC00023|05/08/2017|05/10/2017|9900130|HEARTLAND STRATEGY GROUP- JEAN STOTHERT FOR OMAHA|444 REGENCY PKWAY DR #201|OMAHA|NE|64114|4029330565|05/04/2017|15000|99FIS00118|O |||05/16/2017|nadc06|JEAN L STOTHERT
FIREFIGHTERS FOR BETTER GOVERNMENT|17CFL006076|99PAC00023|05/08/0017|05/10/2017|9900131|RED STATE STRATEGIES- MELLO FOR MAYOR|444 REGENCY PKWY DR #201|OMAHA|NE|68114|4029340770|05/04/2017|30000|07FIS10952|S |||05/16/2017|nadc06|HEATH  MELLO
FIREFIGHTERS FOR BETTER GOVERNMENT|17CFL006077|99PAC00023|05/08/2017|05/10/2017|9900132|RED STATE STRATEGIES- JEAN STOTHERT FOR OMAHA|444 REGENCY PKWY DR #201|OMAHA|NE|68114|4029340770|05/04/2017|5000|99FIS00118|O |||05/16/2017|nadc06|JEAN L STOTHERT
FRIENDS OF THE OMAHA PUBLIC SCHOOLS (DISSOLVED)|13CFL004929|13IRC00514|05/14/2013|05/14/2013|8910202|CP Strategies|5206 South 53rd Street|Lincoln|NE|68516|4024707294|05/13/2013|1656.09|13FIS12583|S |||05/20/2013|nadc06|WOODY   BRADFORD
FRIENDS OF THE OMAHA PUBLIC SCHOOLS (DISSOLVED)|13CFL004930|13IRC00514|05/14/2013|05/14/2013|8910202|CP Strategies|5206 South 53rd Street|Lincoln|NE|68516|4024707294|05/13/2013|1656.09|13FIS12592|S |||05/20/2013|nadc06|MATT  SCANLAN
FRIENDS OF THE OMAHA PUBLIC SCHOOLS (DISSOLVED)|13CFL004931|13IRC00514|05/14/2013|05/14/2013|8910202|CP Strategies|5206 South 53rd Street|Lincoln|NE|68516|4024707294|05/13/2013|1656.09|08FIS11320|S |||05/20/2013|nadc06|JUSTIN T WAYNE
LEADERSHIP COMMITTEE, THE (DISSOLVED)|10CFL004625|10IRC00499|10/29/2010|11/01/2010|0|NextGen Persuasion, LLC - Lautenbaugh for Legislature|2452 18th Street, NW 2nd Floor|Washington|DC|20009|3014046070|10/27/2010|29000|07FIS10931|O |||11/02/2010|nadc06|SCOTT A LAUTENBAUGH
LEADERSHIP COMMITTEE, THE (DISSOLVED)|10CFL004626|10IRC00499|11/02/2010|11/03/2010|0|Zata-3 Consulting, LLC - Lautenbaugh for Legislature|458 New Jersey Ave, SE|Washington|DC|20003||10/29/2010|3350|07FIS10931|O |||11/03/2010|nadc01|SCOTT A LAUTENBAUGH
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|08CFL003170|99PAC00031|10/27/2008|10/27/2008|7840017|All Needs Computer & Mailing Services - Ken Haar for Legislature|8100 South 13th Street|Lincoln|NE|68512||10/23/2008|1846.07|08FIS11036|S |||11/04/2008|nadc01|KENNETH W HAAR
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|07CFL002282|99PAC00007|05/15/2007|05/15/2007||Cardinal Communications|925 University Avenue, Suite A|Sacramento|CA|95825|8004059796|04/29/2007|1116.46|99FIS00011|S |||05/16/2007|nadc06|KEN   SVOBODA
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004888|99PAC00007|04/29/2013|04/29/2013|8900148|Bright Strategies|1202 W. Norfolk Ave|Norfolk|NE|68701|4025803380|04/27/2013|1201.57|99FIS03854|S |||05/07/2013|nadc06|MARK A WHITEHEAD
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004892|99PAC00007|04/29/2013|04/29/2013|8900148|Bright Strategies|1202 W. Norfolk Ave|Norfolk|NE|68701|4025803380|04/27/2013|1201.57|13FIS12556|S |||05/07/2013|nadc06|TRENT J FELLERS
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004893|99PAC00007|04/29/2013|04/29/2013|8900148|Bright Strategies|1202 W. Norfolk Ave|Lincoln|NE|68701|4025803380|04/27/2013|1201.57|13FIS12553|S |||05/07/2013|nadc06|ROY A CHRISTENSEN
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004894|99PAC00007|04/29/2013|04/29/2013|8900149|Bright Strategies|1202 W. Norfolk Ave|Norfolk|NE|68701|4025803380|04/29/2013|833.33|99FIS03854|S |||05/07/2013|nadc06|MARK A WHITEHEAD
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004895|99PAC00007|04/29/2013|04/29/2013|8900149|Bright Strategies|1202 W. Norfolk Ave|Norfolk|NE|68701|4025803380|04/29/2013|833.33|13FIS12556|S |||05/07/2013|nadc06|TRENT J FELLERS
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004896|99PAC00007|04/29/2013|04/29/2013|8900149|Bright Strategies|1202 W. Norfolk Ave|Norfolk|NE|68701|4025803380|04/29/2013|833.34|13FIS12553|S |||05/07/2013|nadc06|ROY A CHRISTENSEN
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004897|99PAC00007|04/29/2013|04/29/2013|8900150|US Post Office||Lincoln|NE|||04/29/2013|884.96|99FIS03854|S |||05/07/2013|nadc06|MARK A WHITEHEAD
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004898|99PAC00007|04/29/2013|04/29/2013|8900150|US Post Office||Lincoln|NE|||04/29/2013|884.96|13FIS12556|S |||05/07/2013|nadc06|TRENT J FELLERS
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004899|99PAC00007|04/29/2013|04/29/2013|8900150|US Postal ||Lincoln|NE|||04/29/2013|884.97|13FIS12553|S |||05/07/2013|nadc06|ROY A CHRISTENSEN
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004911|99PAC00007|05/02/2013|05/02/2013|8900151|US Postmaster||Lincoln|NE|||05/02/2013|340.6|99FIS03854|S |||05/07/2013|nadc06|MARK A WHITEHEAD
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004912|99PAC00007|05/02/2013|05/02/2013|8900151|US Postmaster||Lincoln|NE|||05/02/2013|340.61|13FIS12556|S |||05/07/2013|nadc06|TRENT J FELLERS
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004913|99PAC00007|05/02/2013|05/02/2013|8900151|US Postmaster||Lincoln|NE|||05/02/2013|340.61|13FIS12553|S |||05/07/2013|nadc06|ROY A CHRISTENSEN
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004918|99PAC00007|05/03/2013|05/03/2013|8900152|Lincoln Journal Star|926 P Street|Lincoln|NE|68508|4024732638|05/03/2013|1006.17|99FIS03854|S |||05/07/2013|nadc06|MARK A WHITEHEAD
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004919|99PAC00007|05/03/2013|05/03/2013|8900152|Lincoln Journal Star|926 P Street|Lincoln|NE|68508|4024732638|05/03/2013|1006.17|13FIS12556|S |||05/07/2013|nadc06|TRENT J FELLERS
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004920|99PAC00007|05/03/2013|05/03/2013|8900152|Lincoln Journal Star|926 P Street|Lincoln|NE|68508|4024732638|05/03/2013|1006.18|13FIS12553|S |||05/07/2013|nadc06|ROY A CHRISTENSEN
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005779|99PAC00007|04/27/2015|04/27/2015|9420046|Bright Strategies|PO BOX 6272|lincoln|NE|68506|4025803380|04/23/2015|937.31|99FIS00013|S |||05/04/2015|nadc06|JON A CAMP
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005780|99PAC00007|04/27/2015|04/27/2015|9420046|Bright Strategies|PO BOX 6272|lincoln|NE|68506|4025803380|04/23/2015|937.31|09FIS11563|S |||05/04/2015|nadc06|ANDREW F STEBBING
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005781|99PAC00007|04/27/2015|04/27/2015|9420046|Bright Strategies|PO BOX 6272|lincoln|NE|68506|4025803380|04/23/2015|937.3|15FIS13296|S |||05/04/2015|nadc06|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005782|99PAC00007|04/27/2015|04/27/2015|9420045|US Postmaster|700 R. Street|lincoln|NE|68501||04/24/2015|401.17|99FIS00013|S |||05/04/2015|nadc06|JON A CAMP
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005783|99PAC00007|04/27/2015|04/27/2015||US Postmaster|700 R. Street|lincoln|NE|68501||04/24/2015|401.17|09FIS11563|S |||04/27/2015|nadc05|ANDREW F STEBBING
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005784|99PAC00007|04/27/2015|04/27/2015||US Postmaster|700 R. Street|lincoln|NE|68501||04/24/2015|401.16|15FIS13296|S |||04/27/2015|nadc05|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005788|99PAC00007|04/29/2015|04/29/2015|9420049|BROADCAST HOUSE|4343 O ST |LINCOLN|NE|68510|4024754561|04/28/2015|3700|15FIS13296|S |||05/05/2015|nadc06|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005789|99PAC00007|04/29/2015|04/29/2015|9420047|BRIGHT STRATEGIES|PO BOX 6272|LINCOLN|NE|68506|4025803380|04/28/2015|1663.89|15FIS13296|S |||05/04/2015|nadc06|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005790|99PAC00007|04/29/2015|04/29/2015|9420048|DIGITY MEDIA|3800 CORNHUSKER HWY|LINCOLN|NE|68504|402461234|04/28/2015|4395|15FIS13296|S |||05/04/2015|nadc06|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005791|99PAC00007|04/30/2015|04/30/2015|9420050|BRIGHT STRATEGIES|PO BOX 6272|LINCOLN|NE|68506|402583380|04/29/2015|1429.12|15FIS13296|S |||05/05/2015|nadc06|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005792|99PAC00007|05/01/2015|05/01/2015|9420051|BRIGHT STRATAGIES|PO BOX 6272|LINCOLN|NE|68506|4025803380|04/30/2015|1717.78|15FIS13296|S |||05/05/2015|nadc06|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005793|99PAC00007|05/04/2015|05/04/2015|9420159|BRIGHT STRATEGIES|PO BOX 6272|LINCOLN|NE|68506|4025803380|05/04/2015|4887.69|15FIS13296|S |||05/11/2015|nadc06|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005795|99PAC00007|05/06/2015|05/06/2015|9420160|BRIGHT STRATEGIES|PO BOX 6272|LINCOLN|NE|68506|4025803380|05/04/2015|1000|15FIS13296|S |||05/11/2015|nadc06|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005796|99PAC00007|05/06/2015|05/06/2015|9420160|BRIGHT STRATEGIES|PO BOX 6272|LINCOLN|NE|68506|4025803380|05/04/2015|1000|99FIS00013|S |||05/11/2015|nadc06|JON A CAMP
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005797|99PAC00007|05/06/2015|05/06/2015|9420160|BRIGHT STRATEGIES|PO BOX 6272|LINCOLN|NE|68506|4025803380|05/04/0215|1000|15FIS13325|S |||05/11/2015|nadc06|MATTHEW W SCHULTE
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005798|99PAC00007|05/06/2015|05/06/2015|9420160|BRIGHT STRATEGIES|PO BOX 6272|LINCOLN|NE|68506|4025803380|05/04/2015|1000|09FIS11563|S |||05/11/2015|nadc06|ANDREW F STEBBING
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|17CFL006003|99PAC00007|04/24/2017|04/24/2017|9890024|QUALITY PRESS- TOM NESBITT|3500 N 20TH STREET|LINCOLN|NE|68521|4024771633|04/24/2017|527.21|17FIS13800|S |||05/01/2017|nadc06|THOMAS  NESBITT
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|17CFL006004|99PAC00007|04/24/2017|04/24/2017|9890024|QUALITY PRESS- ROY CHRISTENSEN|3500 N 20TH STREET|LINCOLN|NE|68521|4024771633|04/24/2017|527.21|13FIS12553|S |||05/01/2017|nadc06|ROY A CHRISTENSEN
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|17CFL006005|99PAC00007|04/24/2017|04/24/2017|9890024|QUALITY PRESS- BRAYDEN MCLAUGHLIN|3500 N 20TH STREET|LINCOLN |NE|68521|4024771633|04/24/2017|527.21|16FIS13746|S |||05/01/2017|nadc06|BRAYDEN M MCLAUGHLIN
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|17CFL006006|99PAC00007|04/24/2017|04/24/2017|9890025|USPS- TOM NESBITT||LINCOLN|NE|68509||04/24/2017|820.55|17FIS13800|S |||05/01/2017|nadc06|THOMAS  NESBITT
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|17CFL006007|99PAC00007|04/24/2017|04/24/2017|9890025|USPS- ROY CHRISTENSEN||LINCOLN|NE|68509||04/24/2017|820.55|13FIS12553|S |||05/01/2017|nadc06|ROY A CHRISTENSEN
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|17CFL006008|99PAC00007|04/24/2017|04/24/2017|9890025|USPS- BRAYDEN MCLAUGHLIN||LINCOLN|NE|68509||04/24/2017|820.55|16FIS13746|S |||05/01/2017|nadc06|BRAYDEN M MCLAUGHLIN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002501|08IRC00486|05/06/2008|05/06/2008|0|First Class Mail, LLC|2345 Grand Blvd, Suite 20|Kansas City|MO|64108||05/06/2008|2722.7|07FIS10945|O |||05/07/2008|nadc01|KENNETH E SCHILZ
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002502|08IRC00486|05/06/2008|05/06/2008||First Class Mail, LLC|2345 Grand Blvd, Suite 250|Kansas City|MO|64108||05/06/2008|2037.75|99FIS09559|O |||05/07/2008|nadc01|GAIL F KOPPLIN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002503|08IRC00486|05/06/2008|05/06/2008||First Class Mail, LLC|2345 Grand Blvd, Suite 250|Kansas City|MO|64108||05/06/2008|951.6|07FIS10964|S |||05/07/2008|nadc01|REBECCA  BARRIENTOS-PATLAN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002504|08IRC00486|05/06/2008|05/06/2008||First Class Mail, LLC|2345 Grand Blvd, Suite 250|Kansas City|MO|64108||05/06/2008|1316.35|99FIS08131|O |||05/07/2008|nadc01|DAVID R NEWELL
