Committee Name|Committee ID|Date Last Revised|Last Revised By|Date Received|Postmark Date|Microfilm Number|Type of Contributor|PAC ID|Description Of Services|Report ID|PAC Name
JOHN HENRY'S PLUMBING, HEATING & AIR, CO.|99CON00807|09/27/2004|CORIEJ  |09/23/2004|09/22/2004|6840205|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|03/07/2005|CORIEJ  |03/01/2005|02/28/2005|6930246|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|03/07/2005|CORIEJ  |03/02/2005|02/28/2005|6930247|C|          ||
NE STATE BANK OF OMAHA|99CUA00202|04/12/1999|        |09/06/1996|09/05/1996|4820226|C|          ||
NE STATE BANK OF OMAHA|99CUA00202|03/25/2002|TERII   |03/20/2002|03/19/2002|6340205|C|          ||
NE STATE BANK OF OMAHA|99CUA00202|12/16/2002|SERENAD |12/10/2002|12/09/2002|6470231|C|          ||
NE STATE BANK OF OMAHA|99CUA00202|02/10/2003|SERENAD |02/04/2003|02/03/2003|6510045|C|          ||
NE STATE BANK OF OMAHA|99CUA00202|02/24/2003|SERENAD |02/19/2003|02/18/2003|6510153|C|          ||
NE STATE BANK OF OMAHA|99CUA00202|06/10/2003|SERENAD |06/03/2003|06/02/2003|6620153|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |11/15/1994|08/30/1995|4370080|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |04/08/1996|04/19/1996|4730219|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |06/05/1996|06/05/1996|4780234|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |03/07/1997|03/06/1997|4950177|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |05/07/1997|05/05/1997|5080153|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |06/06/1997|06/05/1997|5100076|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |06/19/1997|06/18/1997|5100249|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |07/08/1997|07/07/1997|5110122|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |11/12/1997|11/11/1997|5130216|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |02/03/1998|02/02/1998|5210050|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |05/11/1998|05/08/1998|5370127|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |10/13/1998|10/13/1998|5470111|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |11/10/1998|11/09/1998|5520180|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |12/30/1998|12/29/1998|5540127|C|          ||
FRASER STRYKER PC LLO|99CUA00203|09/13/1999|SHELLYS |09/08/1999|09/07/1999|5750177|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/25/2000|KIMH    |04/20/2000|04/19/2000|5920046|C|          ||
FRASER STRYKER PC LLO|99CUA00203|02/21/2001|KAREN   |02/14/2001|02/12/2001|6050124|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/2001|KAREN   |04/02/2001|03/29/2001|6150192|C|          ||
FRASER STRYKER PC LLO|99CUA00203|05/29/2001|SERENAD |05/25/2001|05/24/2001|6190003|C|          ||
FRASER STRYKER PC LLO|99CUA00203|02/11/2002|TERII   |02/07/2002|02/08/2002|6270209|C|          ||
FRASER STRYKER PC LLO|99CUA00203|06/24/2002|TERII   |06/21/2002|06/20/2002|6410226|C|          ||
FRASER STRYKER PC LLO|99CUA00203|08/26/2002|TERII   |08/21/2002|08/20/2002|6430131|C|          ||
FRASER STRYKER PC LLO|99CUA00203|08/30/2002|TERII   |08/28/2002|08/27/2002|6430156|C|          ||
FRASER STRYKER PC LLO|99CUA00203|03/03/2004|PATTIEV |02/09/2004|02/06/2004|6680132|C|          ||
FRASER STRYKER PC LLO|99CUA00203|03/11/2004|PATTIEV |02/24/2004|02/23/2004|6690138|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/27/2004|CHERYLD |04/22/2004|04/21/2004|6780228|C|          ||
FRASER STRYKER PC LLO|99CUA00203|08/02/2004|SERENAD |07/26/2004|07/23/2004|6830107|C|          ||
FRASER STRYKER PC LLO|99CUA00203|09/20/2004|CORIEJ  |09/15/2004|09/14/2004|6840167|C|          ||
FRASER STRYKER PC LLO|99CUA00203|10/13/2004|CORIEJ  |10/05/2004|10/04/2004|6850192|C|          ||
FRASER STRYKER PC LLO|99CUA00203|12/06/2004|SERENAD |12/02/2004|12/01/2004|6880134|C|          ||
FRASER STRYKER PC LLO|99CUA00203|12/27/2004|PATTIEV |12/22/2004|12/21/2004|6890013|C|          ||
FRASER STRYKER PC LLO|99CUA00203|01/18/2005|CORIEJ  |01/14/2005|01/13/2005|6900167|C|          ||
FRASER STRYKER PC LLO|99CUA00203|02/24/2005|CORIEJ  |02/02/2005|02/01/2005|6920103|C|          ||
FRASER STRYKER PC LLO|99CUA00203|02/24/2005|CORIEJ  |02/18/2005|02/17/2005|6930064|C|          ||
FRASER STRYKER PC LLO|99CUA00203|02/28/2005|CORIEJ  |02/23/2005|02/22/2005|6930112|C|          ||
FRASER STRYKER PC LLO|99CUA00203|02/28/2005|CORIEJ  |02/24/2005|02/22/2005|6930113|C|          ||
SURGICAL IMAGES, P.C.|99CUA00204|04/12/1999|        |10/09/1998|10/08/1998|5460162|C|          ||
MARSHALL-HEATH COMPANY II|99CUA00205|04/12/1999|        |08/28/1996|08/27/1996|4820190|C|          ||
MARSHALL-HEATH COMPANY II|99CUA00205|04/12/1999|        |02/27/1997|02/26/1997|4950006|C|          ||
MARSHALL-HEATH COMPANY II|99CUA00205|04/12/1999|        |04/04/1997|04/03/1997|5040098|C|          ||
MARSHALL-HEATH COMPANY II|99CUA00205|04/12/1999|        |04/29/1997|04/28/1997|5070233|C|          ||
MARSHALL-HEATH COMPANY II|99CUA00205|04/12/1999|        |01/30/1998|01/29/1998|5190071|C|          ||
KUTAK ROCK LLP THROUGH 2015|99CUA00206|04/12/1999|        |10/30/1996|10/29/1996|4860205|C|          ||
KUTAK ROCK LLP THROUGH 2015|99CUA00206|04/12/1999|        |03/12/1997|03/11/1997|4960243|C|          ||
KUTAK ROCK LLP THROUGH 2015|99CUA00206|04/12/1999|        |04/07/1997|04/03/1997|5050086|C|          ||
KUTAK ROCK LLP THROUGH 2015|99CUA00206|04/12/1999|        |04/16/1997|04/15/1997|5060028|C|          ||
KUTAK ROCK LLP THROUGH 2015|99CUA00206|04/12/1999|        |04/21/1997|04/18/1997|5060162|C|          ||
KUTAK ROCK LLP THROUGH 2015|99CUA00206|04/12/1999|        |05/07/1997|05/05/1997|5080170|C|          ||
KUTAK ROCK LLP THROUGH 2015|99CUA00206|04/12/1999|        |11/02/1998|10/29/1998|5520036|C|          ||
KUTAK ROCK LLP THROUGH 2015|99CUA00206|05/15/2000|SERENAD |05/09/2000|05/08/2000|5940061|C|          ||
KUTAK ROCK LLP THROUGH 2015|99CUA00206|07/05/2002|TERII   |07/01/2002|06/28/2002|6420174|C|          ||
KUTAK ROCK LLP THROUGH 2015|99CUA00206|03/03/2004|PATTIEV |02/11/2004|02/10/2004|6680116|C|          ||
KUTAK ROCK LLP THROUGH 2015|99CUA00206|03/07/2005|CORIEJ  |03/03/2005|03/02/2005|6940007|P|          ||
INACOM CORPORATION|99CUA00207|04/12/1999|        |04/22/1997|04/21/1997|5060160|C|          ||
INACOM CORPORATION|99CUA00207|04/12/1999|        |08/05/1998|08/03/1998|5420214|C|          ||
INACOM CORPORATION|99CUA00207|04/12/1999|        |01/12/1999|01/11/1999|5560132|C|          ||
INACOM CORPORATION|99CUA00207|05/17/1999|SHELLYS |05/12/1999|05/10/1999|5720151|C|          ||
INACOM CORPORATION|99CUA00207|07/26/1999|SHELLYS |07/23/1999|07/22/1999|5740196|C|          ||
INACOM CORPORATION|99CUA00207|07/26/1999|SHELLYS |07/23/1999|07/22/1999|5740197|C|          ||
FLINN PAVING COMPANY INC.|99CUA00210|04/12/1999|        |05/16/1996|05/24/1996|4770120|C|          ||
FLINN PAVING COMPANY INC.|99CUA00210|04/12/1999|        |03/07/1997|03/06/1997|4950174|C|          ||
HORGAN DEVELOPMENT COMPANY|99CUA00211|04/12/1999|        |04/08/1996|04/24/1996|4730227|C|          ||
HORGAN DEVELOPMENT COMPANY|99CUA00211|02/05/2001|KAREN   |01/10/2001|01/08/2001|6030020|C|          ||
BROADMOOR DEVELOPMENT CO., INC.|99CUA00212|05/22/2000|SERENAD |05/16/2000|05/15/2000|5940174|C|          ||
BROADMOOR DEVELOPMENT CO., INC.|99CUA00212|06/11/2001|PATTIEV |06/07/2001|06/06/2001|6190124|C|          ||
DAN WITT BUILDERS, INC.|99CUA00213|04/12/1999|        |03/22/1996|03/26/1996|4660135|C|          ||
DAN WITT BUILDERS, INC.|99CUA00213|04/12/1999|        |05/31/1996|05/31/1996|4780117|C|          ||
DAN WITT BUILDERS, INC.|99CUA00213|04/12/1999|        |09/12/1996|09/11/1996|4830048|C|          ||
DAN WITT BUILDERS, INC.|99CUA00213|04/06/2001|KAREN   |03/26/2001|03/19/2001|6130181|C|          ||
DAN WITT BUILDERS, INC.|99CUA00213|05/21/2001|SERENAD |05/14/2001|05/09/2001|6180219|C|          ||
DAN WITT BUILDERS, INC.|99CUA00213|04/01/2002|TERII   |03/25/2002|03/22/2002|6360076|C|          ||
DAN WITT BUILDERS, INC.|99CUA00213|08/05/2002|TERII   |07/30/2002|07/29/2002|6430048|C|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |04/10/1989|05/30/1996|2870013|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |05/04/1989|05/30/1996|2880191|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |06/05/1989|05/30/1996|2900133|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |05/10/1993|05/30/1996|3980087|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |04/06/1994|05/30/1996|4210214|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |05/04/1994|05/30/1996|4250215|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |10/06/1994|05/30/1996|4320212|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |11/03/1994|05/30/1996|4360098|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |03/03/1995|05/30/1996|4430157|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |07/06/1995|05/30/1996|4560104|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |11/03/1995|05/30/1996|4570218|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |05/03/1996|05/30/1996|4760002|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |11/04/1996|11/01/1996|4880038|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |05/05/1997|05/02/1997|5080204|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |06/03/1997|06/02/1997|5100112|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |06/05/1997|06/04/1997|5100113|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |07/03/1997|07/02/1997|5110104|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |09/04/1997|09/02/1997|5120129|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |10/03/1997|10/01/1997|5130026|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |11/06/1997|11/05/1997|5130198|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |12/02/1997|12/01/1997|5140063|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |03/04/1998|03/02/1998|5270051|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |04/02/1998|04/01/1998|5310131|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |05/04/1998|05/01/1998|5360157|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |08/04/1998|08/03/1998|5420242|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |10/05/1998|10/02/1998|5470033|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |11/03/1998|11/02/1998|5520091|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|07/06/1999|SHELLYS |07/02/1999|07/01/1999|5740089|C|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|10/12/1999|SERENAD |10/05/1999|10/04/1999|5760039|C|          ||
MALLARD SAND & GRAVEL CO. / OMG MIDWEST|99CUA00215|04/12/1999|        |06/05/1996|06/10/1996|4790002|C|          ||
MALLARD SAND & GRAVEL CO. / OMG MIDWEST|99CUA00215|02/24/2005|SERENAD |01/24/2005|01/20/2005|6910166|C|          ||
MALLARD SAND & GRAVEL CO. / OMG MIDWEST|99CUA00215|03/07/2005|CORIEJ  |03/03/2005|03/02/2005|6940012|C|          ||
MAENNER CO.|99CUA00216|04/12/1999|        |01/26/1984|01/26/1984|1520172|C|          ||
MAENNER CO.|99CUA00216|04/12/1999|        |04/18/1986|04/18/1986|2080093|C|          ||
MAENNER CO.|99CUA00216|04/12/1999|        |07/24/1986|07/24/1986|2160129|C|          ||
MAENNER CO.|99CUA00216|04/12/1999|        |08/12/1987|08/12/1987|2450030|C|          ||
MAENNER CO.|99CUA00216|04/12/1999|        |08/18/1987|08/18/1987|2450054|C|          ||
MAENNER CO.|99CUA00216|04/12/1999|        |04/08/1996|04/19/1996|4730233|C|          ||
MAENNER CO.|99CUA00216|04/12/1999|        |03/27/1997|03/26/1997|5010099|C|          ||
MID-AMERICA EXPOSITIONS, INC.|99CUA00217|04/12/1999|        |05/31/1996|05/31/1996|4780099|C|          ||
MID-AMERICA EXPOSITIONS, INC.|99CUA00217|04/12/1999|        |10/17/1996|10/16/1996|4840245|C|          ||
MID-AMERICA EXPOSITIONS, INC.|99CUA00217|04/12/1999|        |03/13/1997|03/12/1997|4960247|C|          ||
MID-AMERICA EXPOSITIONS, INC.|99CUA00217|04/12/1999|        |09/18/1997|09/17/1997|5120207|C|          ||
MID-AMERICA EXPOSITIONS, INC.|99CUA00217|04/12/1999|        |11/13/1997|11/11/1997|5130230|C|          ||
MID-AMERICA EXPOSITIONS, INC.|99CUA00217|04/12/1999|        |05/13/1998|05/12/1998|5370142|C|          ||
MID-AMERICA EXPOSITIONS, INC.|99CUA00217|04/12/1999|        |10/05/1998|10/02/1998|5460230|C|          ||
MID-AMERICA EXPOSITIONS, INC.|99CUA00217|10/25/1999|SERENAD |10/14/1999|10/12/1999|5760062|C|          ||
MID-AMERICA EXPOSITIONS, INC.|99CUA00217|06/07/2000|SERENAD |11/22/1999|11/18/1999|0      |C|          ||
MID-AMERICA EXPOSITIONS, INC.|99CUA00217|04/19/2000|KIMH    |04/10/2000|04/07/2000|5901234|C|          ||
MID-AMERICA EXPOSITIONS, INC.|99CUA00217|02/25/2004|PATTIEV |02/02/2004|01/30/2004|6670237|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|04/12/1999|        |02/27/1986|02/27/1986|1970124|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|04/12/1999|        |10/22/1996|10/21/1996|4850087|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|04/12/1999|        |04/10/1997|04/03/1997|5050101|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|04/12/1999|        |06/05/1997|06/04/1997|5100101|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|04/12/1999|        |06/18/1997|06/17/1997|5110006|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|04/12/1999|        |10/07/1997|10/06/1997|5130057|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|04/12/1999|        |02/12/1998|02/10/1998|5220149|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|04/12/1999|        |05/11/1998|05/08/1998|5370146|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|04/12/1999|        |08/06/1998|08/07/1998|5420229|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|04/12/1999|        |09/10/1998|09/09/1998|5440097|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|04/12/1999|        |01/11/1999|01/09/1999|5560140|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|05/24/1999|SHELLYS |05/17/1999|05/14/1999|5730009|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|12/20/1999|KIMH    |12/13/1999|12/10/1999|5770091|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|05/22/2000|SERENAD |05/16/2000|05/15/2000|5940185|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|02/05/2001|KAREN   |01/02/2001|12/29/2000|6020138|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|04/06/2001|KAREN   |03/30/2001|03/29/2001|6130174|C|          ||
OMNIUM WORLDWIDE (FORMERLY ACCENT SERVICE)|99CUA00218|09/17/2001|TERII   |09/10/2001|09/05/2001|6210164|C|          ||
FARRIS ENGINEERING INC.|99CUA00219|04/12/1999|        |03/07/1997|03/06/1997|4950173|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |03/14/1989|03/14/1989|2810161|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |05/10/1989|05/10/1989|2890019|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |01/26/1990|01/26/1990|2970179|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |06/14/1991|06/13/1991|3500090|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |10/11/1991|10/10/1991|3520115|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |11/15/1991|11/14/1991|3530030|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |02/08/1993|02/09/1993|3860006|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |03/26/1993|03/29/1993|3920185|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |04/29/1993|05/03/1993|3970046|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |03/16/1994|03/17/1994|4150166|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |05/04/1994|05/05/1994|4250188|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |09/23/1994|09/26/1994|4320027|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |10/07/1994|10/11/1994|4320187|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |10/25/1995|10/30/1995|4570188|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |05/06/1996|05/23/1996|4760231|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |09/12/1996|09/11/1996|4830021|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |10/10/1996|10/09/1996|4840144|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |11/05/1996|11/04/1996|4870177|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |02/04/1997|02/03/1997|4930161|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |03/12/1997|03/11/1997|4960233|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |03/28/1997|03/27/1997|5010086|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |10/21/1997|10/20/1997|5130121|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |12/11/1997|12/10/1997|5140090|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |12/24/1997|12/23/1997|5140151|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/12/1999|        |04/06/1998|04/03/1998|5320071|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|03/14/2001|SERENAD |01/12/2001|01/11/2001|6030017|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|02/06/2001|KAREN   |01/24/2001|01/22/2001|6040063|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|03/01/2001|KAREN   |02/20/2001|02/16/2001|6050170|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|03/01/2001|KAREN   |02/23/2001|02/22/2001|6050171|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|03/22/2001|KAREN   |03/05/2001|03/01/2001|6070160|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/06/2001|KAREN   |03/29/2001|03/28/2001|6130159|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|05/07/2001|SERENAD |04/30/2001|04/26/2001|6170129|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|05/14/2001|SERENAD |05/07/2001|05/03/2001|6180053|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|05/14/2001|SERENAD |05/10/2001|05/09/2001|6180054|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|07/02/2001|TERII   |06/29/2001|06/27/2001|6200105|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|08/27/2001|TERII   |08/21/2001|08/20/2001|6210100|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|10/05/2001|TERII   |10/04/2001|10/02/2001|6210214|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|02/04/2002|TERII   |01/28/2002|01/25/2002|6260240|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|07/29/2002|TERII   |07/24/2002|07/23/2002|6430015|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|03/31/2003|SERENAD |03/26/2003|03/25/2003|6580023|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|04/28/2003|PATTIEV |04/28/2003|04/24/2003|0      |C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|06/30/2003|SERENAD |06/27/2003|06/26/2003|6630025|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|11/10/2003|SERENAD |10/29/2003|10/28/2003|6640056|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|11/24/2003|SERENAD |11/14/2003|11/13/2003|6640095|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|12/12/2003|SERENAD |12/05/2003|12/03/2003|6640138|C|          ||
E & A CONSULTING GROUP, INC.                |99CUA00220|03/03/2004|PATTIEV |02/03/2004|02/02/2004|6670231|C|          ||
LYMAN-RICHEY CORPORATION|99CUA00227|04/27/2004|CHERYLD |04/23/2004|04/22/2004|6780230|C|          ||
LYMAN-RICHEY CORPORATION|99CUA00227|05/07/2004|CHERYLD |04/29/2004|04/28/2004|6790088|C|          ||
LYMAN-RICHEY CORPORATION|99CUA00227|05/14/2004|PATTIEV |05/03/2004|04/30/2004|6800029|C|          ||
LYMAN-RICHEY CORPORATION|99CUA00227|06/28/2004|CHERYLD |06/22/2004|06/21/2004|6820126|C|          ||
LYMAN-RICHEY CORPORATION|99CUA00227|06/28/2004|CHERYLD |06/23/2004|06/22/2004|6820125|C|          ||
LYMAN-RICHEY CORPORATION|99CUA00227|08/30/2004|SERENAD |08/23/2004|08/20/2004|6840015|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|08/23/2004|SERENAD |08/18/2004|08/17/2004|6830238|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|10/06/2004|SERENAD |09/29/2004|09/28/2004|6850033|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|10/18/2004|CORIEJ  |10/12/2004|10/12/2004|6860022|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|01/18/2005|CORIEJ  |01/14/2005|01/12/2005|6900173|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|02/24/2005|CORIEJ  |02/08/2005|02/07/2005|6920242|C|          ||
MIDWEST FOOD DISTRIBUTION CENTER|99CUA00188|04/12/1999|        |07/15/1996|07/13/1996|4810192|C|          ||
NE CHIROPRACTIC PHYSICIANS ASSOCIATION, INC.|99CUA00190|04/12/1999|        |07/22/1991|07/22/1991|3510107|P|          ||
NE CHIROPRACTIC PHYSICIANS ASSOCIATION, INC.|99CUA00190|04/12/1999|        |10/28/1994|10/31/1994|4340181|P|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |08/31/1988|08/31/1988|2670200|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |04/01/1996|04/11/1996|4720093|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |10/28/1996|10/25/1996|4860188|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |02/14/1997|02/11/1997|4940025|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |02/27/1997|02/26/1997|4940249|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |03/18/1997|03/17/1997|4980237|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |04/23/1997|04/22/1997|5060147|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |04/24/1997|04/23/1997|5060148|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |06/03/1997|06/02/1997|5100067|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |08/25/1997|08/21/1997|5120090|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |09/04/1997|09/03/1997|5120116|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |09/05/1997|09/04/1997|5120117|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |10/09/1997|10/07/1997|5130044|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |11/12/1997|11/10/1997|5130214|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |12/12/1997|12/10/1997|5140086|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |01/22/1998|01/20/1998|5170151|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |02/10/1998|02/10/1998|5220111|C|          ||
BUTLER HOLDINGS, INC.|99CUA00192|04/12/1999|        |03/11/1998|03/10/1998|5280038|C|          ||
